Label,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
252,4.0,2.256758334191025,7.572853072215093,3.301448858356288,1.5125922899638105,6.103553390593274,89.0,95.5,105.0
253,10.25,3.6125759969217834,32.95707279585616,5.381210570580112,2.6389482957024666,12.242640687119284,92.0,106.73170731707317,121.0
254,74.75,9.755749892701914,-2.7879474074911856,21.096366541036012,6.276421777617896,71.62741699796952,82.0,101.1638795986622,120.0
255,369.75,21.697472702271718,50.10178295198195,34.57315745705365,23.700454155178555,345.3680553784104,94.0,145.20689655172413,161.0
256,135.0,13.110581167104948,29.6750559103146,27.355360461435094,8.983974543962818,117.49747468305833,122.0,149.28703703703704,160.0
257,69.0,9.373021315815206,49.93434225116975,21.686197690374005,6.999257144903155,65.85229073212244,124.0,147.4746376811594,159.0
258,105.5,11.589942707777277,1.242414882443376,33.4788521906256,6.948867445613526,107.97665940288702,84.0,117.28436018957346,133.0
259,13.0,4.068428945128219,-57.075928604137204,5.271586249321723,3.2365369324897895,13.242640687119286,130.0,140.1346153846154,151.0
260,29.5,6.128667601500942,22.091424617298014,9.551279082557892,4.500185106313424,25.606601717798213,127.0,143.6271186440678,157.0
261,3.0,1.9544100476116797,0.0,2.23606797749979,1.632993161855452,5.0,104.0,109.75,113.0
262,543.0,26.29389801439097,14.757348092985595,57.9763059753782,20.106325708562512,519.6467529817256,110.0,151.16758747697975,170.0
263,2.25,1.692568750643269,-45.0,1.632993161855452,1.632993161855452,4.0,128.0,138.66666666666666,148.0
264,28.0,5.970821321441846,73.45190374277753,8.442134293345136,6.320960329846513,31.485281374238568,123.0,147.28571428571428,162.0
265,6.75,2.9316150714175193,86.20267831570429,3.9058627769347565,2.189433416161563,8.707106781186548,129.0,148.7037037037037,157.0
266,20.75,5.140011726956917,-27.61595286821592,6.073072572131401,4.87709968475608,22.174621202458752,80.0,114.34939759036145,130.0
267,2.25,1.692568750643269,-45.0,1.632993161855452,1.632993161855452,4.0,111.0,118.33333333333333,128.0
268,5.5,2.6462837142006137,12.55741744307228,3.279983288401781,2.081494347509531,7.414213562373095,122.0,142.86363636363637,152.0
269,13.5,4.145929793656026,-33.78882128421124,5.936437143451874,3.398358059215519,16.242640687119287,138.0,146.46296296296296,154.0
270,164.0,14.450303987687134,-10.520287817392543,28.715315292132416,15.048251744556131,171.46498910433053,71.0,107.84908536585365,131.0
271,2.25,1.692568750643269,-45.0,1.632993161855452,1.632993161855452,4.0,133.0,142.77777777777777,151.0
272,19.75,5.014626706796775,-67.69847816146356,9.590761365545763,2.98433519090977,21.48528137423857,122.0,145.0759493670886,155.0
273,43.25,7.420755373261929,80.2056740742042,9.30517423764767,6.284573184333739,29.4350288425444,117.0,139.49132947976878,150.0
274,7.25,3.0382538898732494,52.11601265573827,4.279514180524047,2.193310225689319,9.535533905932738,84.0,112.17241379310344,127.0
275,2.25,1.692568750643269,-45.0,1.632993161855452,1.632993161855452,4.0,132.0,139.11111111111111,148.0
276,2.25,1.692568750643269,-45.0,1.632993161855452,1.632993161855452,4.0,139.0,142.77777777777777,146.0
277,2.25,1.692568750643269,-45.0,1.632993161855452,1.632993161855452,4.0,143.0,147.44444444444446,152.0
278,63.75,9.009385160867895,-0.18175149459927575,20.696965513079615,6.814316629726727,62.04163056034261,116.0,135.34509803921569,146.0
279,5.0,2.5231325220201604,47.885468110787166,3.115985399235915,2.0101330781191065,7.121320343559642,89.0,106.5,120.0
280,260.0,18.19456736586892,-3.023951556140381,41.494547427121866,12.968924103340868,226.94164850721754,106.0,149.07115384615383,167.0
281,97.75,11.156126814350138,-4.4883682858028,25.60608735559696,6.86815268811615,86.5269119345812,117.0,136.96675191815856,149.0
282,9.25,3.431831258788849,-49.65424928613055,4.0988278939092275,3.0472617541855787,10.82842712474619,123.0,139.2972972972973,151.0
283,15.0,4.370193722368317,51.4417269048155,7.354190918725212,3.06581298586084,18.071067811865476,121.0,144.0,155.0
284,2.25,1.692568750643269,-45.0,1.632993161855452,1.632993161855452,4.0,123.0,127.11111111111111,136.0
