Label,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
1,7.5,3.0901936161855166,0.0,8.640987597877148,1.0,15.0,177.0,219.93333333333334,254.0
2,6.0,2.763953195770684,90.0,6.904105059069326,1.0,12.0,173.0,208.33333333333334,244.0
3,24.25,5.556622981616415,19.941408115135,9.993973668597292,4.223656023278543,27.98528137423857,205.0,217.88659793814432,234.0
4,12.25,3.949327084834294,41.085924446321314,5.257233964074196,3.1234452194766207,12.949747468305832,175.0,211.71428571428572,243.0
5,2.25,1.692568750643269,-45.0,1.632993161855452,1.632993161855452,4.0,142.0,176.33333333333334,236.0
6,9.5,3.477898169151024,-84.5318412900577,4.2278777029162935,3.0622096093360622,11.535533905932738,170.0,210.6315789473684,241.0
7,20.0,5.046265044040321,67.32602157969258,7.813365265325621,3.823620434954687,19.949747468305834,175.0,210.875,237.0
8,20.5,5.108953969950291,9.91299163559106,10.457483786365486,3.10634209865392,24.36396103067893,202.0,213.5121951219512,235.0
9,18.25,4.820437914901168,-1.784331615188411,10.063337126119707,2.616981630709971,20.949747468305834,185.0,218.72602739726028,241.0
10,2.75,1.8712051592547776,74.92930722396234,2.173064992070944,1.533678162302953,4.707106781186548,173.0,201.45454545454547,219.0
11,4.5,2.393653682408596,90.0,2.6666666666666665,2.1081851067789197,6.414213562373095,141.0,190.77777777777777,218.0
12,50.25,7.998767850296815,-79.58443068235763,12.889501567222185,7.390550419279317,54.384776310850235,172.0,207.4825870646766,234.0
13,8.25,3.2410224072142872,-61.89960110605779,4.145862814764677,2.7497514098400506,10.414213562373096,194.0,210.1818181818182,229.0
14,31.75,6.358093703724522,-0.7259009450359097,12.906478108027786,4.479233430891726,36.020815280171306,171.0,210.7795275590551,237.0
15,79.75,10.076748170547344,-85.25694932274206,21.607165700009137,12.841114796274606,83.16295090390226,168.0,212.2884012539185,243.0
16,2.75,1.8712051592547776,74.92930722396234,2.173064992070944,1.533678162302953,4.707106781186548,206.0,214.9090909090909,234.0
17,14.25,4.259537945889915,-1.1404293593581312,8.437801288982463,3.325503364469509,19.535533905932738,198.0,211.01754385964912,221.0
18,2.0,1.5957691216057308,90.0,2.23606797749979,1.0,4.0,207.0,212.25,219.0
19,29.0,6.076507779746499,55.56932816761508,9.361136502623523,5.459414929251754,29.192388155425117,194.0,211.73275862068965,224.0
20,1.5,1.381976597885342,90.0,1.632993161855452,1.0,3.0,212.0,214.83333333333334,217.0
21,90.25,10.71960208740737,-55.487268420314564,23.25404384469374,11.39943247517115,104.6335136523794,148.0,215.01108033240996,249.0
22,1.5,1.381976597885342,90.0,1.632993161855452,1.0,3.0,192.0,213.5,229.0
23,49.0,7.898654169668588,-80.77607822107261,12.449738256863071,7.777094102504282,52.92031021678297,159.0,207.78571428571428,249.0
24,36.75,6.840435166640879,-46.1029404397272,15.591928629092342,5.342358725277104,43.79898987322333,141.0,206.6530612244898,250.0
25,4.5,2.393653682408596,90.0,5.163977794943222,1.0,9.0,168.0,196.44444444444446,242.0
26,1.5,1.381976597885342,90.0,1.632993161855452,1.0,3.0,172.0,206.33333333333334,237.0
27,36.25,6.793742230659745,89.98416242741247,18.248052379762576,3.598120039339762,41.36700935788386,176.0,215.55172413793105,248.0
28,54.25,8.311031542587394,68.33490219704696,15.240200876427025,7.5829707458302815,57.33452377915607,167.0,217.23963133640552,252.0
29,6.75,2.9316150714175193,-59.88878052393094,3.8331853506346394,2.268825242858512,9.121320343559642,206.0,214.85185185185185,219.0
30,1.5,1.381976597885342,90.0,1.632993161855452,1.0,3.0,182.0,215.66666666666666,244.0
31,5.25,2.5854414729132054,59.03624346792648,4.182893572571,1.9023794624226842,8.5,212.0,215.71428571428572,222.0
32,5.5,2.6462837142006137,-58.36402718873068,4.11455898727917,1.9844830397968962,8.517766952966369,217.0,221.5,230.0
33,23.0,5.4115163798060095,52.62356485433917,8.800162828398832,4.706554169674409,25.985281374238568,212.0,220.5,229.0
34,2.0,1.5957691216057308,90.0,2.23606797749979,1.0,4.0,209.0,213.125,217.0
35,46.0,7.653039857325812,-63.07397520667769,17.04842379208161,7.558178164721234,46.2634559672906,184.0,220.3586956521739,243.0
36,65.75,9.149617481968136,79.88919099134263,16.447693075452396,11.541793050590263,67.71625176280136,172.0,224.67680608365018,253.0
37,3.5,2.111004122822376,-82.83864001089823,2.724676832948657,1.572925726048864,5.707106781186548,218.0,227.42857142857142,245.0
38,96.25,11.070199012698888,86.26250664178782,21.60882417144732,11.80319085324372,96.87310601229376,173.0,224.3064935064935,251.0
39,13.0,4.068428945128219,1.8146274656153478,5.703115100781174,2.9237719891063914,13.242640687119286,219.0,224.59615384615384,235.0
40,8.5,3.2897623212397704,-37.54042615452759,4.066119089375174,2.6768708390086857,10.121320343559642,171.0,220.76470588235293,243.0
41,4.75,2.4592453796829674,12.820502912152639,2.772349116888545,2.1478476084574902,6.707106781186548,172.0,211.42105263157896,238.0
42,25.75,5.725898905580716,-1.0111508335504615,15.198134092095454,3.3695109284004836,32.10660171779821,146.0,218.20388349514562,252.0
43,44.0,7.48482063701911,58.297914308949025,15.240470817086083,5.814862929177065,48.36700935788386,175.0,219.9375,248.0
44,17.5,4.720348719413148,19.94662396880819,9.958470357438673,2.826169755509043,20.742640687119284,177.0,215.57142857142858,230.0
45,11.25,3.7846987830302403,-80.8985083141881,5.12170890179539,3.5136698340976267,14.414213562373096,172.0,199.9111111111111,218.0
46,5.25,2.5854414729132054,4.447928484831651,3.246767819546955,2.051048035927536,7.414213562373095,162.0,192.52380952380952,228.0
47,2.25,1.692568750643269,-45.0,1.632993161855452,1.632993161855452,4.0,198.0,205.22222222222223,214.0
48,18.0,4.787307364817192,-15.410440012383095,6.419535576188869,3.661114654980044,15.363961030678926,163.0,218.76388888888889,250.0
49,12.0,3.9088200952233594,9.87709238086825,4.415559782750299,4.028679977426065,14.449747468305834,190.0,210.75,244.0
50,29.25,6.102643417692329,89.29555838037801,8.58122080602525,5.325179422646916,31.31370849898476,156.0,213.7094017094017,247.0
51,7.5,3.0901936161855166,40.62917070724601,3.4551847521040013,2.763960221603377,8.82842712474619,210.0,223.4,235.0
52,25.0,5.641895835477563,-22.43426349470832,7.548493628538938,5.6530915382564855,25.48528137423857,152.0,210.46,239.0
53,6.25,2.8209479177387813,26.367802724308923,3.4676209296911846,2.3882221605134735,8.414213562373096,209.0,217.72,227.0
54,7.25,3.0382538898732494,-75.8246846648553,4.648558027277172,2.747121258909247,12.32842712474619,208.0,217.82758620689654,230.0
55,4.5,2.393653682408596,-72.70385565624504,2.830663741437658,2.0244638534736237,6.707106781186548,131.0,176.16666666666666,216.0
56,36.5,6.817128675830715,71.25628070352612,8.40136260841105,6.953613558833681,35.09188309203678,169.0,213.9931506849315,245.0
57,11.75,3.8678889139475245,-72.15856788295916,5.674424409551423,3.0721079753237786,13.949747468305834,168.0,218.6595744680851,239.0
58,34.25,6.6036697681803656,-38.676714397817385,14.49544279276992,5.513350144700627,35.8492424049175,170.0,211.75912408759123,243.0
59,14.0,4.222008245644752,-5.536605688904235,6.775571897700233,3.2666048263828813,16.65685424949238,154.0,205.57142857142858,239.0
60,47.25,7.756324418739616,-1.642193489712418,11.946310518080967,8.140319952344065,51.09188309203678,154.0,211.40740740740742,243.0
61,182.5,15.243563130520608,-84.43233868623261,27.042682070579353,16.20055300425506,200.34976541518077,153.0,206.75068493150684,241.0
62,48.0,7.817640190446719,-38.5068930657406,12.498843934521695,7.22794587111359,53.59188309203678,157.0,209.76041666666666,239.0
63,26.75,5.836022431559495,-0.15824208764055378,7.467344808042858,5.296926999478644,27.31370849898476,148.0,212.9532710280374,248.0
64,6.25,2.8209479177387813,10.727316808023382,3.8395016979094936,2.034263186451083,8.414213562373096,158.0,202.04,237.0
65,21.5,5.232078956954491,59.5465446933447,9.086447217390615,3.9620322118691935,22.192388155425117,166.0,213.45348837209303,242.0
66,7.5,3.0901936161855166,-83.66746811747882,4.444197854484126,2.2706325323278,10.121320343559642,187.0,217.06666666666666,231.0
67,9.75,3.523362819972964,-0.4085491699789255,4.775652312609766,2.635764429494699,11.121320343559642,178.0,222.64102564102564,253.0
68,27.5,5.917270272703197,-42.57314738974579,12.973919470838682,3.5701321146785436,30.39949493661166,188.0,211.76363636363635,233.0
69,108.5,11.753573524837677,-19.006712213544464,16.73119332637813,13.910099862057583,116.82285348059958,155.0,212.8548387096774,251.0
70,7.0,2.985410660720923,64.99930892499042,3.928915154559353,2.228606500206721,8.82842712474619,145.0,176.10714285714286,205.0
71,46.5,7.694520051971082,47.3544113538228,11.774011596464334,8.585878816367222,51.62741699796952,145.0,210.71505376344086,247.0
72,28.0,5.970821321441846,21.427982004752675,9.798924080847037,5.547673958299275,30.4350288425444,161.0,219.20535714285714,251.0
73,18.75,4.886025119029199,64.30370683142709,6.352155836768849,4.2430995749783245,17.485281374238568,166.0,219.93333333333334,246.0
74,43.0,7.399277020331919,-85.6386826381906,13.310830613794371,9.148886768104118,46.38477631085024,182.0,218.65697674418604,247.0
75,32.5,6.432750982580687,-20.436747620097695,11.763422246941248,5.08848369074098,37.020815280171306,178.0,218.2,246.0
76,5.75,2.7057581899030048,45.0,2.9488391230979425,2.431675035497315,7.414213562373095,182.0,211.2608695652174,244.0
77,106.75,11.65840132267193,49.47894099399353,16.09507427166092,14.720431162486504,109.86143571373725,162.0,213.56440281030444,251.0
78,57.25,8.537737635702333,80.01523369067401,15.495159510463923,7.340035364887563,59.92031021678297,155.0,221.6768558951965,253.0
79,5.5,2.6462837142006137,0.0,3.2333489534143163,2.135880022631042,7.414213562373095,169.0,201.95454545454547,233.0
80,78.25,9.981532666656284,-57.13702518380589,13.163889063459475,11.900188816709427,74.35533905932738,161.0,219.61661341853036,252.0
81,46.0,7.653039857325812,-52.42562584782683,17.28122795750042,5.869796016170747,50.92031021678297,153.0,212.44021739130434,246.0
82,48.5,7.858251581595959,-25.584562482654032,9.718019165101918,8.554266290637642,49.21320343559643,170.0,212.38659793814432,253.0
83,20.5,5.108953969950291,-18.100603155079863,9.914429895260799,4.353337983084825,26.192388155425117,178.0,211.1829268292683,235.0
84,12.25,3.949327084834294,81.34751103213192,6.210729638691507,2.77324611207593,14.535533905932738,183.0,211.18367346938774,245.0
85,23.0,5.4115163798060095,65.00209525485508,6.413690940433682,5.0354803052282735,19.192388155425117,148.0,206.5326086956522,244.0
86,20.75,5.140011726956917,52.50896362263818,8.61377374037227,4.041161987141094,21.606601717798213,173.0,217.51807228915663,238.0
87,17.75,4.753945931439391,53.90773622942852,10.466729929794699,3.3038955273874544,21.36396103067893,170.0,216.80281690140845,244.0
88,3.0,1.9544100476116797,90.0,2.23606797749979,1.632993161855452,5.0,173.0,191.83333333333334,204.0
89,10.5,3.656366395715726,55.940680099290255,4.787028541382006,2.9551453130246528,11.535533905932738,161.0,210.61904761904762,247.0
90,27.5,5.917270272703197,58.29993339077319,7.6571161367961995,6.297157477967817,30.727922061357855,171.0,222.1,254.0
91,90.0,10.704744696916627,-57.17922939817706,18.798437838424594,13.343696214394534,94.82285348059958,177.0,212.76944444444445,250.0
